id,name,description
2ueot5tXs3X7NXG9sCKF9G,Ruang Introvert,"Ini tempat introvert mengekspresikan dirinya. Membahas berbagai hal seputar kehidupan dan tentunya, ia hanya ingin didengar.Instagram.com/ruangintrovertpodcastPart of Kukila NetworkBusiness inquiries: hello@kukila.id Hosted on Acast. See acast.com/privacy for more information."
6kQRi3lfW58ET7wtLgJvpi,Domo Podcast by Dokter Mobil Indonesia,"Domo Podcast adalah segmen talkshow otomotif yang dipersembahkan Dokter Mobil Indonesia. Dengan menghadirkan beragam narasumber terkemuka dari industri otomotif Indonesia, podcast ini menyajikan wawasan mendalam tentang perjalanan dan kesuksesan para pelaku industri otomotif.   Dipandu secara santai namun informatif oleh Ko Ricky Sen (Founder - Dokter Mobil Indonesia) dan Ko Lung Lung (Co-Founder - Dokter Mobil Indonesia), Domo Podcast bertujuan untuk menghadirkan inspirasi bagi masyarakat dalam membangun dan memajukan industri otomotif di Indonesia."
5oYBa2kD9yxp94u4ZVRcyj,"Review Buku Bisnis, Keuangan, Kehidupan.","Review buku2 yg udah saya baca dan saya anggep bagus utk disharing. Topiknya tentang bisnis, keuangan, dan kehidupan."
4Oq3BJR1EnOTTRqed0HrEQ,ValueInvestorIndonesia.com Podcast - Pusat Belajar Investasi Saham Indonesia,"ValueInvestorIndonesia.com Podcast - Pusat Belajar Investasi Saham Indonesia  Kami tidak mengajarkan metode trading yang berbahaya, tapi investasi yang aman sesuai dengan kaidah Value Investing yang dipopulerkan oleh Guru-Guru Investasi seperti Warren Buffett, Phillip Fisher, dan Benjamin Graham.  Metode Cuanmology Investor ditemukan oleh Mr Roy Li yang terbukti menghasilkan profit saham konsisten multibagger  Instagram: @Mr.RoyDigital @ValueInvestorIndonesia Website : ValueInvestorIndonesia.com Business Inquiries dan Kerjasama : admin@valueinvestorindonesia.com WA CS : +62895-3400-34388"
30m7GtMv1zqsRnnjGzR73U,Podcast Idaman Indonesia,Podcast Idaman Indonesia Karena Yang Lucu Bisa Jadi Idaman 🎙️ Business inquiry: 💌 Direct Messages 📞 Manager 0856-4700-6770 📩 podcastidaman.id@gmail.com   Jangan Lupa Follow akun kita ya! @podcastidaman @luckypanjiasmoro @firmanrafiandy @warung_hik @ckrbn_
4DSa5c1sVBLvdx3Nack5LA,Ngobrol Sore Semaunya,"Selamat datang di Ngobrol Sore Semaunya, menyajikan obrolan tak terduga dan dibawakan dengan semaunya. |Hosted by Putri Tanjung| part of CXO Media"
1QZYaXM0OXXa5zWw4Y9QyF,Guyonan Indo,Kumpulan orang lucu +62  Dukung podcast ini dengan cara berdonasi Semoga kalian terhibur Support this podcast: https://podcasters.spotify.com/pod/show/m-record/support
6ZywKw5UUXRTa3GcJrjI04,Podcast Kerajaan Hindu-Buddha di Indonesia,Podcast yang berisi tentang kerajaan hindu-buddha di indonesia. Dari X MIPA 2
78d0OCFJcYre64tPnMAgAr,Radio BamboeLoreng Podcast ,"Radio BamboeLoreng on Podcast Podcast Menyediakan Lagu Lagu Semua Genre,Studio Berada Di Kota Cilacap Indonesia... Kami selalu menyajikan hiburan"
1BIVU6BsU8OYCJ5xJYaWRa,Murrotal Indonesia,"Kumpulan firman-firman Allah yang dibacakan qori internasional. Yuk mulai subscribe dan dengarkan di segala tempat secara gratis ! ------------------------------------------------------------------ ”Sungguh akan ada sebagian dari umatku yang menghalalkan zina, sutera, minuman keras, dan alat-alat musik.” Sahih Bukhari, no. 5590 ------------------------------------------------------------------ Ayo sama-sama mulai kurangi mendengarkan musik, dan share ke saudara kita. In syaa Allah pahala jariyah !!.   Barakallah fiik. :)"
79MfsabSyTsG4ZJMh6nJld,Mahdianto - Minimalist Indonesia,"Minimalist Indonesia adalah podcast tentang gaya hidup minimalis dan inspirasi dari kehidupan yang sederhana dan tertata rapi. juga membahas cara mengatur keuangan, meningkatkan produktivitas bisnis, dan investasi."
1PUlYW3LI5FoZzRJdfZUWm,La Grande Indonesia Podcast,"Podcast dari La Grande Indonesia, salah satu komunitas pendukung timnas Indonesia. Kawal Garuda!"
4eBXyOBY94UJFsz0eBoPeR,Podcast Senggol Bacot,"Anak Betawi mengejar ketertinggalan. Ayo satukan kekuatan. Taklukkan industri di tanah sendiri.  Bersama David Nurbianto, Dicky Diffie, Afif Xavi, Yudha Brajamusti.  Senggol Bacot. Yang kesenggol jangan bacot.  Dengerin kita di Spotify Podcast Senggol Bacot  Setiap Jum’at jam 13.00 WIB"
2qxXTVVJGIv6DHCa2hACM0,PODCAST ANTONO,"Sebuah bincang-bincang yang membahas sisi lain tentang cerita horor, problematika kehidupan, sosial, budaya, las galvalum, persewaan alat pesta, service printer, sumur bor dll. HARI BESAR DAN TANGGAL MERAH LIBUR, Kiamat buka setengah hari.   reneo saranku: twitter @pakantono IG @ythantono tiktok @ythantono      -Hmm ckckc hmm-  Powered by Firstory Hosting"
4zVvGLK77SjFrbfXnCREex,anchor.fm)kis-man6,Menjalankan perintah dan larangan Allah Swt beraktivitas setiap hari dengan jalan yang halal semoga bermanfaat sukses dunia akhirat dukung terus anchor.fm)kis-man6 dimana pun berada Indonesia dan seluruh dunia
644feksoNsCSGZLljm3sKP,The Indonesian Next Big Star,Saksikan The Indonesian Next Big Star di RCTI+ m.rctiplus.com
6SraF1KIB25pBXRVRflmif,Bekal di Akhirat,"Kumpulan Kajian, Dakwah, Ajaran Islam yang sesuai dengan Alquran, Nabi Muhammad Sallallahu Alayhi Wasallam serta diikuti oleh Tabi'in dan Tabi’ut tabi’in.  Kajian disampaikan oleh Ustadz-Ustadz Bermanhaj Salaf yang ada di Indonesia.  kumpulan kajian juga dapat diakses melalui youtube: https://www.youtube.com/channel/UCjQ1R_h3wDmXWWVniDnG9bw/featured?view_as=subscriber  Semoga bermanfaat"
5yqE28vAmC04dnLKOusQZq,kajian,"Awal dari setiap kebaikan adalah Tinggalkan DOSA. Bisa didengerin dan diunduh juga lewat https://anchor.fm/kajian | Cari juga ""Kajian"" diaplikasi dan situs podcast favorit kamu. Kata Kunci: Kajian Pengajian Talim Agama Islam Muslim Muslimah Ladies Milenial Ikhwan Akhwat Perempuan Wanita Quran Sunnah Pemuda Pemudi Hijrah Motivasi Booster Audio Podcast Dakwah Shift Media pemudahijrah Ngaji Masjid Indonesia Belajar Sharing Ngopi Ustadz Hanan Attaki UHA Teh Haneen Akira THA shiftmedia baik kebaikan ngumpul curhat temen mager AlQuran AsSunnah gaul tilawah baper cinta respect tips kisah vibes ~7"
3k9TRIB64J7uXfzSjCOjpm,Merry Riana,"Entrepreneur, Influencer, Educator | Inspiring and sharing motivation through books, motivational seminars, and other creative content to give a positive impact from Indonesia for the World"
3QxJ9wTUZpXBLZoKzdujJu,Sastra Kanonik Indonesia Bersama Oom Somara De Uci,"Membaca sastra Kanonik Indonesia berupa puisi, cerita pendek, monolog, catatan dan pernak-perniknya"
6C5e0qIqWQNqVmSAhZ9CsX,BroadCash By Bisnis Indonesia,"BroadCash disiarkan langsung dari markas besar Bisnis Indonesia di Karet Tengsin. Semoga saluran informasi audio ini bisa menemani hari produktif Anda. Kami pun siap menemani hari-hari yang penuh deadline, kemacetan, bahkan menanti layanan antar makanan yang belum tiba. Semoga kita semakin dekat, dengan membisikkan informasi langsung ke telinga Anda. Bernas, Luas dan Tuntas! Support this podcast: https://podcasters.spotify.com/pod/show/broad-cash/support"
6Gw75TIqb5DAJr6gP7YrCb,Sekte Horor,"“Sekte Horor” adalah kumpulan pengalaman-pengalaman horor nyata kiriman pendengar dari seluruh Indonesia. Mulai dari pengalaman menyeramkan dirumah, sekolah, tempat kerja, hingga ketika liburan Semua cerita ini akan membuat kalian kembali berpikir, apa gue akan mengalaminya juga?"
6grT1c7jDkhK4skm1YIsTs,Ceritanya Developer Podcast,"Selamat datang di Ceritanya Developer. Podcast yang menampilkan developer, programmer atau engineer Indonesia inspiratif, yang tersebar di seluruh dunia.   Bersama saya Riza, kita akan menggali bagaimana mereka berjuang, suka dukanya dalam perjalanan karir, hingga kesalahan konyol saat ngoding.  Podcast ini diproduksi oleh Deep Tech Foundation, sebuah startup non profit yang punya misi menyetarakan talenta digital di Indonesia."
38nie9PkBgowbxXHC8ocuf,ROEMPIES DADDIES,"Podcast dari Bandung yang berisikan 4 anak muda paruh baya yang hobi nge gossip mulai dari urusan rumah tangga sampai urusan negara tapi takut masuk penjara. Katanya penakut tapi obrolannya seringkali pinggir jurang. Kalo ga suka skip aja.    Disclaimer: Podcast ini bilingual, ada bahasa Indonesia dan bahasa sunda jadi satu, enjoy buat sadayana nu kangen basa Sunda. Catch us on: Instagram & Twitter : @roempiesdaddies email: rompiesdaddies@gmail.com  Powered by Firstory Hosting"
7IQRQPIGJKm3eSj7A2gB1k,Dummy Podcast Indonesia,"Your ""Pep Talks"" Buddies. New Episode Every First and Third Monday of the Week at 9 AM! | Powered by NPC Network | Email: dummypodcast.id@gmail.com"
20wfslOqHUVlLwSBaTZjAi,Merah Putih,"Hi Listeners, sebelumnya kenalan dulu yuk sama kita!. Disini tempatnya kita bakalan ngomongin cerita tentang sejarah yang mungkin belum kalian tahu sebelumnya. Podcast ""Merah Putih"" akan membahas banyak hal tentang kebudayaan Indonesia dari berbagai macam suku, adat istiadat, pernikahan adat, mitos adat, makanan khas daerah, dll. Podcast ini bertujuan untuk memberi wawasan/pengetahuan bagi pendengar mengenai kebudayaan Indonesia. Podcast ""Merah Putih"" memiliki tagline yaitu ""This is Our History"""
4P5yNcWlGAUE32ttZFVQEw,MOTIVASI SUKSES,PODCAST NYA PEMUDA INDONESIA Support this podcast: https://podcasters.spotify.com/pod/show/motivasisukses/support
2UFPq0jIelIlLPduFyLEYw,Startup Studio Indonesia,"Selamat datang di video podcast Startup Studio Indonesia.   Startup Studio Indonesia adalah program intensif bagi early-stage startup founder dari Kementerian Komunikasi dan Informatika.  Dalam video podcast ini, kami mengajak kamu memahami perspektif dan pengalaman dari para founder tech companies ternama di Indonesia. So, you’ll know what it takes to be a founder who go the extra miles."
5fkGOaRUCQ0N4rTDlVGo7K,IMPROV LAGI,"IMPROV LAGI adalah podcast IMPROVINDO, grup komedi improvisasi Indonesia yang terdiri dari 5 standup comedian nasional: Randhika Djamil, Isman HS, Mc Danny, Reno Fenadi dan MO Sidik.   17+ ONLY!"
5QNgzlfD7KSdXJyw5hbJJI,HYPEBESTIE,"Setiap Rabu, Podcast HYPEBESTIE akan membahas kehidupan dalam tongkrongan yang bisa dialami sama Kita semua . Seperti, Cerita Pergaulan yang Hype, Asmara, Financial, dan Solusi dalam menghadapi Problem dari sisi Kita yaitu Sarra, Canti dan Hadi sebagai sahabat yang sudah lama Kita jaga.Tidak ada yang ditutupi, Kita beri kejujuran dan sudut pandang yang berbeda satu sama lain.Hypebestie adalah Podcast Original Spotify yang bekerjasama dengan Fremantle Indonesia"
1WBnH7H2F7cNFJGJL0zLBs,Fans Stand Up Comedy Indonesia,Stand Up Comedy Indonesia
1LMILyR8jIiyXvZp7T52sY,Yourinternetfriend,"Audiobook Bahasa Indonesia untuk kawan lari, macet & jemur pakaian . Traktir Justine es kopi pakai fiber creme? Saweria.co/yourinternetfriend"
4tyvfIEtwXkks2dR0kC91N,Podcast Kamar 75 - Cerita Sejarah,Podcast yang menceritakan sejarah-sejarah yang terjadi di Indonesia dan juga Dunia. Indonesia yang kaya akan suku dan budaya ini juga kaya akan cerita-cerita sejarah yang penting!  Simak cerita sejarah di Podcast Kamar 75 untuk menambah pengetahuan sejarah indonesia dan dunia!  Jangan lupa untuk Follow Instagram dan Twiter kami di:  IG: @podcastkamar75 Twiter: @75_kamar FB: @PodcastKamar75
0K0snPAbjYUzb0rCEt2UvN,Comika.id Audio,Platform konten digital para Komika dan Komedian Indonesia.  Spotify Comika.id memuat kumpulan cuplikan audio dari berbagai digital download yang tersedia di Comika.id
0Vws24odpEoXt0c8afqcSv,Census Nusantara,"Ada lebih dari 17 ribu pulau dan 275 juta orang di Indonesia. Beragam adalah kata kunci untuk merefleksikan warga nusantara ini. Bersama saya, Fathia Izzati dalam CENSUS NUSANTARA. kami hadirkan cerita-cerita hebat yang belum pernah kamu dengar. Setiap hari Kamis hanya di Spotify."
61VksdFrueIkILGiJim0kn,Sains Sekitar Kita,"Sains punya peranan—dan penjelasan—dalam hampir setiap hal di hidup kita. Dengarkan Sains Sekitar Kita dan tambah wawasan Anda mengenai sains, mulai dari soal perubahan iklim hingga apa yang terjadi saat kita jatuh cinta.  Diproduksi bersama KBR."
6EyLugcc0qaqjFiIhNmGPT,Pengantar tidur,Semua cerita penuh makna
2SvTMb4wzILN2CaJUcCZzM,Felicia Tjiasaka Podcast,"Berbagai obrolan ringan dan mendalam mengenai perencanaan serta investasi keuangan. Tips, tren investasi terkini dan yang lainnya. Mulai investasimu sekarang dan bersiap untuk menjadi bagian dari financial freedom."
6gwgrqZuYIw5gVaSjisQ1R,Talking Indonesia,"In the Talking Indonesia podcast, Dr Jemma Purdey, Dr Jacqui Baker, Tito Ambyo and Dr Elisabeth Kramer present an extended interview each fortnight with experts on Indonesian politics, foreign policy, culture, language and more. Find all the Talking Indonesia podcasts and more at the Indonesia at Melbourne blog."
4h89gIblBJsDFjPxVWUqmp,Beng Geng,"Duo yang akan mengocok perut kalian dengan jokes jokes ""berkualitas"" tiap hari Rabu !  For business inquiries : contact@podkesmas.asia"
0XFCAXbFTfgWPAH90kItGb,SuccessBefore30,"This is Audio Version from Youtube SuccessBefore30, with host Chandra Putra Negara"
5ZpBYMTpjGAHRu7BDHprEz,METANOIA : Podcast Pengembangan Diri ,"Metanoia; (N) the journey of changing one’s mind , heart, self, or way of life  Podcast by:  Galuh Nandya Carnetita"
4aMhv84tvSZl7kla8sjgsV,Learn Indonesian | IndonesianPod101.com,"Learn Indonesian with Free Podcasts Whether you are student or a seasoned speaker, our lessons offer something for everyone. We incorporate culture and current issues into each episode to give the most informative, both linguistically and culturally, podcasts possible.  For those of you with just the plane ride to prepare, check our survival phrase series at IndonesianPod101.com. One of these phrases just might turn your trip into the best one ever!"
0qh0bqiXd3oQhFjmjguwvO,Unpacking Indonesia,"Unpacking Indonesia adalah ruang ide dan gagasan.  Podcast yang membincangkan dan mendiskusikan isu kemanusiaan dan kebangsaan.  Dipandu Zulfan Lindan seorang mantan aktivis dan jurnalis, podcast ini menghadirkan narasumber dari berbagai kalangan dengan beragam latar belakang.  Tak sekadar diskusi, namun menghadirkan solusi. Bukan cuma obrolan namun menggugah dan mencerahkan.  ikuti kami di : Instagram : @unpacking.id Twitter : @unpacking_id Tiktok : @unpacking.id"
3PcxviXQezKrjaI5ATPZe9,AS podcast,Selalu update setiap hari
5Ir3VXzJ26XZUy0mqFhuF5,Mojok Podcast,"Membahas berbagai isu politik, sosial, dan budaya dalam kemasan yang lebih ringan dan santai. Obrolan-obrolan bersama berbagai narasumber, menyoroti kisah unik dan perspektif berbeda yang mungkin belum banyak diketahui oleh publik."
1uaVFOBeaZbV5YHBthoEDX,Kagak Abis Pikir (Noice Original),"“Makin di pikir-pikir, makin kagak-kagak” Mencoba memahami perilaku manusia yang ngga masuk akal sampe ke titik tertinggi, dan menertawakan bersama kejadian dan kebodohan yang dilakukan oleh manusia. Bersama Ridwan Remin dan Molan hanya di Noice.  Kagak Abis Pikir di aplikasi Noice : https://listen.noice.id/cyOg/ooamuvgj"
2XwZJ3yEV2oDfll9vAki1l,Podcast Standupindo,"Segala sesuatu tentang Standupindo | #STANDUPINDO101 #DIBALIKPANGGUNG #KOMIKASEBELUMJADIKOMIKA #KUPASKOMUNITAS | Twitter: @standupindo, IG: @standupindonesia"
05TnCadvkwUbES4ko9nmHw,AMSA-Indonesia PODCAST,AMSA-Indonesia PODCAST is a new platform from AMSA-Indonesia to provide education about health issues and new insight about AMSA-Indonesia from the alumni for members and society.   Viva AMSA!
1csdby0tp6QtC3wCVPwq7L,KONON,"Podcast dari Timur Jakarta bersama Adjis Doaibu, Kiki Aulia Ucup dan Gilang Gombloh. Konon katanya podcast ini lucu dan penuh haha-hihi tak tertahankan."
4uvQzNCRcxyOCl4nPnotsh,Kisah Tanah Jawa,Pecerita Kisah Tanah Jawa
7gtENhPYhY60DJOJ60YqZP,Cafe Rumi Jakarta,"Channel ini hadir untuk menambah khasanah kebaikan, dan sumbangan bagi pembangunan peradaban ilmu yg maju, beradab dan penuh kedamaian.  Kanal Resmi Media Cafe Rumi Jakarta:  INSTAGRAM | caferumijakarta https://www.instagram.com/caferumijakarta FACEBOOK PAGE | Cafe Rumi Jakarta https://www.facebook.com/caferumijakarta TWITTER | caferumijakarta https://twitter.com/caferumijakarta TELEGRAM | caferumijakarta https://t.me/caferumijakarta TIKTOK | @caferumijakarta https://www.tiktok.com/@caferumijakarta  Hubungi kami:  Email: caferumijakarta786@gmail.com Telp.: 0812-1918-2375 (Muchsin)"
1AStwTLTmb9MP3YhqzTkX2,Dengar Sambil Tidur.,"If u wanna say something, just say it!"
0dOQG4APT2tZ4Geibp4ojN,MD Podcast,Podcast dari MD Pictures yang akan fokus pada pembahasan industri film di Indonesia.
1DFStBClUGkjldXamLMNwd,Podcast Sejarah Islam,"Tetap produktif dengan mendengarkan podcast bermanfaat, menambah khazanah keilmuan. Biografi dan Sejarah islam dengan berbagai sumber yang insyaallah terpercaya | Instagram: @fadlymahendra"
23JKmc0g0q9rE8eSB3a6ed,Podcast BERJUDI,"Podcast BERJUDI (Bersama Jujuk dan Adhi), obrolan seputar otomotif dan bukan otomotif. See acast.com/privacy for privacy and opt-out information."
0yRn3M4so7TGvniiHczi5p,OTW FIRE Podcast,Building F.I.R.E movement in Indonesia! #MyBestLife #BuyYourFreedom #NOTyourFinancialGuru
1uiGIVlpDcuYuXzfVguaTJ,Pedia Podcast,podcast bebas Indonesia Support this podcast: https://podcasters.spotify.com/pod/show/pediapodcast/support
1GafLwT8BffIEmqfkv3rp2,Milyarder Muda,"Podcast ini adalah pembelajaran untuk pemula dan pengusaha yang ingin mendapat inspirasi tentang cara memulai bisnis, menjalankan bisnis dan mengembangkan bisnis. Tom MC Ifle adalah salah satu pionir business coach Indonesia telah membantu lebih dari 1000 pengusaha di Indonesia."
2OOvT5PXQWv0wgGWELJWjP,Podcast Jangan Sendirian,Kumpulan Cerita Horor Pengalaman Pribadi Dari Narasumber Kirimkan cerita kalian di Instagram @sukakopisusu_ atau bisa kirim email jangansendirian1@gmail.com Support this podcast: https://podcasters.spotify.com/pod/show/podcastjangansendirian/support
1rZllItsmISeNPYIaFfmhE,The cinema Podcaster (With other People),Indonesian cinema that makes podcast   The Podcaster : F########## Neo#### L#######
7JFqbmU5wVcAi8Vin9ThiY,azizadyah,"Jangan lupa dengarkan podcast aziza dyah yah.. kita akan cerita tentang legenda, cerita rakyat, mitos,dan sejarah di seluruh Tanah Air Indonesia Tercinta ini^^ Prodcast baru setiap hari Jumat, Sabtu, dan Minggu Jam 17.00 WIB^^"
3y4EQi3eq3Q44uoY77PWC7, Duta Inspirasi Podcast,"Duta Inspirasi Podcast (DIP) merupakan salah satu program dari Duta Inspirasi Indonesia supported by Kemenpora RI yang tayang setiap hari Rabu, Jumat dan Minggu. Podcast ini diisi oleh para Duta Inspirasi Indonesia Batch 11 dari 38 Provinsi di Indonesia dan tentunya menghadirkan narasumber yang inspiratif sehingga dapat menginspirasi dan memotivasi sobat inspirasi setiap harinya. Kami memiliki 12 segmen yakni #NGOBRAS #NGOBRAS SEPESIAL #SONGSATIONAL #PILDUN #KISI #MOSING #MOZAIC #G-STAIRS #NGEMIL #LIVE PODCAST #TONGSENG & #KUMIS So, Stay tuned yaa sobat inspirasi Indonesia ✨💫"
1hBQc2qP2YspxtB1TLO446,Hannah Indonesia,"Assalamualaikum!   Selamat datang di channel podcast Hannah Indonesia.   Hannah Indonesia adalah sebuah support group yang diawali dari sekumpulan ibu-ibu yang gemar menghadiri kelas parenting dan kajian islami untuk meningkatkan kualitas diri sebagai madrasah utama bagi anaknya.  Nah, jadi teman-teman Hannah bisa dengar konten kajian parenting kami disini dari ustadz/ustadzah yang memang expertisi di bidang parenting islami dan juga sharing sesama ibu-ibu yang diolah secara ringan, dan santai.  Hannah juga ada di instagram lho, @hannah.indonesia Semoga bisa membawa manfaat untuk kita semua."
17nTIfZmiUniOKp1srHFCl,Marvel Universe Indonesia,"Marvel Universe Indonesia adalah komunitas penggemar Marvel. Podcast Marvel Universe Indonesia adalah cabang dari fanpage dan grup facebook Marvel Universe Indonesia. Kami membahas berbagai hal tentang komik Marvel, seperti tokoh, event, story arc, dll."
7FWaNWPsP2y6M1RkxZffWD,Dongeng Anak Pengantar Tidur,Dongeng-dongeng dari seluruh dunia siap untuk menemani malam harimu hingga terlelap.   #KKNUNYTEMBI2021 Pandan Ayu Prabawati / 18210144012 /Sastra Indonesia
1evZcbD5c9sJ0SfyWLJQ2Q,Rumah Terapi Bhimaristan,"Podcast informasi kesehatan; akupunktur, bekam, ruqyah untuk keluarga Indonesia"
5fuuM9WOm6f0l2GrRpdhyJ,Podcast Has Creative,"HAS Creative merupakan sebuah Media Digital dengan Tagline “From Thinking To Something” yang menampilkan konten-konten seru, menarik, dan menghibur dengan mengundang para figure dan artis ternama. Melalui program Podcast Warung Kopi (PWK), The HasTag, dan program mendatang lainnya."
4lPJjdTUs3FolAjw23cVTo,Podcast Aja,"Podcast Aja is a lifestyle podcast made by Gema Genta. talking about the lives of teenagers in the 3rd largest city in Indonesia, Podcast Aja features Abya, Jija and Azka as its hosts, which is the basis for the name Podcast Aja."
6QIUCo5BvdhdaXZRrV8HiL,Dokter Sains,Membahas beragam hal mengenai sains dan kesehatan secara sederhana dan menyenangkan.
5GDWaUr4KG4hqQJnJYokZh,TS Inspirasi,"Menginspirasi gadis Indonesia untuk menciptakan kehidupan impiannya. -- Disini aku membagikan cerita, kisah hidup, dan alat-alat yang aku gunakan untuk menciptakan kehidupan impian.  Lewat afirmasi positif, kita menanamkan pemikiran dan kesadaran positif yang akan menciptakan realita kehidupan kita.   Aku ingin menginspirasi dan menolongmu untuk menciptakan kehidupan impianmu, menjalani hidupmu dengan potensi penuh, dan menjadi seorang wanita dengan kemungkinan tak terbatas.  YouTube: TS Inspirasi Instagram: tsinspirasi / theresiasheren"
7wStQlsXrePCPTR4lhSvFG,Podcast Jurnal Lembu - Pendidikan Karakter Keuangan #Ritual27,"Salam Indonesia Cerdas Finansial, para Sista dan Mazz Broh...Kamu bisa download semua Ilmu Gratisnya disini: https://linktr.ee/lembutambunblog"
7ggN16054FZEeLFMc3E3II,BPJ PODCAST | Backpacker Jakarta | Pendakian Gunung | Eksplorasi Wisata Alam Indonesia,"Podcast dari Backpacker Jakarta yang membahas segala sesuatu tentang perjalanan wisata alam Indonoesia, pendakian gunung, pantai, camping ceria, trip, city tour  Follow us on Instagram, Facebook Fan Page, & group; @backpackerjakarta | Twitter: @Official BPJ Business: info.backpackerjakarta@gmail.com | Visit our website: https://backpackerjakarta.com"
4GTevMjEEf6jocz0sRKbzO,Radiology Podcast,"This is the real digital radio from the special province of Jogjakarta, Indonesia. You can hear and feel it, nonstop music , it's about hits music. Check it out and stay tune on streaming www.radiokotaperak.com Follow All Sosmed @RadioKotaperak."
2FSjbmoROP3jpP6LDTkT0L,Indonesian Public Speaking Podcast,Ikuti Training Online Public Speaking Gratis di Youtube:  ⭐ https://www.youtube.com/watch?v=NVqLH...    Subscribe untuk mendapatkan update terbaru  ✅ Subscribe : http://bit.ly/SubscribeKangNugie  ✅ Instagram : https://instagram.com/kang_nugie    #TipsBerbicara #EasyToSpeak #KangNugie
28iplI23Qeq6MGrkLvQIrF,LEGAL Podcast Indonesia,"podcast knowledge sharing tentang ilmu hukum dan politik, dipandu oleh @budisitumorang, seorang in-house lawyer pada sebuah badan publik di Indonesia."
644A7uVeIPcej5g4rJIr5y,WNF1 Podcast | Formula 1 Podcast Indonesia,"WNF1 Podcast, ngobrolin Formula 1 ala-ala warkop di Indonesia, banyak serius dan banyak juga bercandanya. Ngobrol bareng tentang F1 bersama Fadhil, Okke, Andra, Nuha dan Fattah. Hadir setiap selesai race weekend untuk me-review balapan, dan apa yang sedang terjadi di dunia F1 motorsports.  Follow sosial media kita di Twitter @WNF1official, Instagram @wnf1official dan TikTok @wnf1official. WNF1 Podcast adalah bagian dari The Amateurs."
3hy6NICK5xtdNByPareN8j,Calon Sarjana,"Calon Sarjana adalah channel yang membahas video tentang video yang mengejutkan, kontroversial, misterius, lucu, aneh, dan keren.  Channel TOP 10 dari Indonesia.  ""Logic will get you from A to B, imagination will take you everywhere. The only source of knowledge is experience. A person who never made a mistake never tried anything new."" - Albert Einstein"
5D6rWw7YXpSGNs3tJT9ulp,Indonesia Business Podcast,"Indonesia's purpose-driven leaders are building a sustainable future.  Join me learning directly from business leader to hear their stories, gain actionable insights, and be the change agent.   𝗧𝗵𝗶𝘀 𝗶𝘀 𝗺𝗼𝗿𝗲 𝘁𝗵𝗮𝗻 𝗮 𝗽𝗼𝗱𝗰𝗮𝘀𝘁 𝗜𝘁'𝘀 𝗮 𝗰𝗮𝗹𝗹 𝘁𝗼 𝗮𝗰𝘁𝗶𝗼𝗻. #𝑻𝒖𝒏𝒆𝑰𝒏𝑩𝒆𝑻𝒉𝒆𝑪𝒉𝒂𝒏𝒈𝒆"
6N7Dz9heIBZu9rGf3u16ga,Ippho Santosa Podcast,"Ippho Santosa adalah motivator Indonesia yang go international, dengan penjualan buku lebih 1 juta eksemplar (melampaui predikat mega-bestseller) di antaranya:  7 Keajaiban Rezeki,  Success Protocol, dan  Marketing with Love  Saat ini publik mengenalnya sebagai:  24 Tokoh Kebanggaan Indonesia 2013 (Versi RCTI), Penulis Inspiring (MURI Award dan IKAPI Award), Pembicara Internasional (di Belasan Negara 5 Benua), Pendiri TK, SD, dan Kampus (70-an Cabang), 20 Mentor Pilihan 2016 di Kementerian Pendidikan, Pemilik British Propolis"
1ev4uf0rIsnfrW73qtaec0,StoicastID,StoicastID adalah podcast Filsafat Stoisisme berbahasa Indonesia. Berbagi tentang insight yang didapatkan dari mempraktekkan dan merefleksikan Filsafat Stoisisme dalam kehidupan sehari-hari. Dukung StoicastID di https://trakteer.id/stoicastid/tip Terima kasih!  Powered by Firstory Hosting
1iqPZgdU76jrXNS7VmyQs2,SBS Indonesian - SBS Bahasa Indonesia,"Independent news and stories from SBS Audio, connecting you to life in Australia and Indonesian-speaking Australians. - Berita dan cerita independen yang menghubungkan Anda dengan kehidupan di Australia dan warga Australia yang berbicara dalam bahasa Indonesia."
3mMDmVcJOGs1LzSD7LQm2m,Sejarah Tokoh Dunia,Membahas tentang sejarah tokoh-tokoh besar dunia dengan beragam kontroversinya. Dijamin SERU !!!  Tonton di YOUTUBE : https://bit.ly/YoutubeSeruBelajar Dengarkan di SPOTIFY : https://bit.ly/SpotifySeruBelajar Instagram : https://bit.ly/InstagramSeruBelajar Website : https://bit.ly/WorldwideProduction Linktree : https://linktr.ee/serubelajar.id Contact : +62 896 3017 7462 (Indah)
5MkvXujHPWFVGVAJZKJfQm,Sukses Belajar Bahasa Inggris,"Kiat, tips, sharing pengalaman tentang belajar dan mengajar bahasa Inggris dengan sukses."
3rzVrsYKNhFvoTwF5W5Ewb,Sains Sekitar Kita,Mengulas fakta unik dan menakjubkan tentang sains dan berkenalan dengan ilmuwan tanah air yang mendunia!
