name,description,url,cover_image
Mafia Talks,"Yuna part à la rencontre d’artistes locaux en tous genres.  Une chose les rassemblent : la créativité. La vie des jeunes créatifs de Montpellier - les rookies du hip-hop, de la photo, des arts et des médias du sud.  Donner une voix à la Gen Z, à ceux qui s’expriment au travers de leur arts, et à ceux qui décident de devenir leur propre patron.",https://open.spotify.com/show/4LvVGOYQjFKIu8Evybae2y,https://i.scdn.co/image/ab6765630000ba8a499568b8df9ad2dddfc8b1ca
Prom!,"The History of Proms: A Timeless Tradition Proms, short for ""promenade dances,"" have been a beloved tradition in American high school culture for over a century. The event has evolved significantly since its inception, reflecting the changing social norms, fashion trends, and music styles of each era. From its humble beginnings as a simple dance to its current status as an extravagant celebration, the history of proms is a fascinating journey through time. Early Origins and Inspiration The concept of proms can be traced back to the late 19th century when American universities and colleges began hosting formal dances for their students. These events were inspired by the European tradition of debutante balls, where young women from wealthy families were presented to society as they reached marriageable age. The dances were seen as opportunities for young people to socialize, make new acquaintances, and perhaps even find suitable marriage partners. In the early 1900s, high schools started to adopt the idea of hosting their own formal dances. These events were initially called ""senior hops"" or ""senior receptions"" and were typically held in the school gymnasium or auditorium. The dances were relatively simple affairs, with decorations often limited to streamers and balloons. Live music was provided by local bands or orchestras, and refreshments were usually served. 1920s and 1930s: The Birth of the Modern Prom The term ""prom"" first appeared in the 1920s, likely derived from the word ""promenade,"" which refers to a leisurely walk or stroll. During this time, proms became more elaborate and formal, with students dressing up in their finest attire and dancing to the latest jazz and swing music. The events were often held in hotel ballrooms or country clubs, adding to the air of sophistication and elegance. The Great Depression of the 1930s had a significant impact on proms. Many schools were forced to scale back their events due to financial constraints, and some even canceled their proms altogether. However, the tradition persevered, and students found creative ways to keep the spirit of the prom alive. Some schools held ""poverty proms,"" where students wore homemade or secondhand clothes, while others hosted potluck dinners instead of elaborate banquets. 1940s and 1950s: The Golden Age of Proms Following World War II, the United States entered a period of prosperity and optimism, which was reflected in the prom culture of the time. Proms became more extravagant than ever, with students going all out to create memorable experiences. The events were often themed, with popular motifs including ""Enchantment Under the Sea"" and ""Moonlight Serenade."" Decorations became more elaborate, featuring twinkling lights, fountains, and even live animals. Fashion also played a significant role in the proms of the 1940s and 1950s. Girls typically wore long, formal gowns with full skirts and cinched waists, while boys donned tuxedos or suits with bow ties. Corsages and boutonnieres were a must-have accessory, with boys presenting their dates with flowers to wear on their wrists or pinned to their dresses. Music and dancing were the centerpieces of the prom experience during this era. Big band music gave way to the new sounds of rock and roll, with artists like Chuck Berry, Little Richard, and Elvis Presley dominating the airwaves. The prom dance floor was the place to showcase the latest moves, from the jitterbug to the twist. 1960s and 1970s: The Era of Change The social and political upheaval of the 1960s and 1970s had a profound impact on prom culture. Many students began to reject the formal traditions of the past, opting for more casual and individualistic approaches to the event. Some schools even abandoned the prom altogether, replacing it with alternative celebrations like ""senior week"" or ""grad night."" For those who still attended proms, fashion choices reflected the changing times. Girls favored shorter hemlines, bold colors, and more revealing styles, while boys experimented with colorful tuxedos and ruffled shirts. The influence of the hippie movement could be seen in the popularity of floral prints, bellbottoms, and long, flowing hair. Music at proms also underwent a transformation during this period. The sounds of Motown, folk rock, and psychedelic rock replaced the more traditional big band and swing music of earlier decades. Bands like The Beatles, The Rolling Stones, and The Beach Boys became prom staples, with students dancing the night away to their favorite tunes. 1980s and 1990s: The Era of Excess The 1980s and 1990s saw a resurgence of interest in proms, with the events becoming more elaborate and expensive than ever before. The influence of popular culture, particularly movies like ""Pretty in Pink"" and ""She's All That,"" helped to cement the prom's status as a quintessential high school experience. Fashion in the 1980s was all about excess, with girls favoring poofy, ruffled dresses in bright colors and bold patterns. Boys often sported colorful cummerbunds and bow ties to match their dates' dresses. The 1990s saw a shift towards sleeker, more minimalist styles, with girls opting for slim-fitting gowns in muted tones and boys favoring classic black tuxedos. Music at proms in the 1980s and 1990s reflected the diverse tastes of the era. The 1980s were dominated by pop, rock, and new wave acts like Madonna, Duran Duran, and Bon Jovi, while the 1990s saw the rise of grunge, hip hop, and boy bands like Nirvana, The Notorious B.I.G., and *NSYNC. The 21st Century: Proms in the Modern Era In the 21st century, proms have continued to evolve and adapt to changing times. Technology has played an increasingly important role, with students using social media to document their prom experiences and share photos and videos with friends and family. Online shopping has also made it easier than ever for students to find the perfect prom attire, with a wide range of styles and price points available at the click of a button. Fashion at modern proms is highly diverse, with students drawing inspiration from a variety of sources, including celebrity red carpet looks, vintage styles, and cultural traditions. Girls may opt for anything from a classic ball gown to a sleek, form-fitting dress, while boys may choose a traditional tuxedo or a more modern, slim-fit suit. Music at contemporary proms is similarly eclectic, with students dancing to a mix of current pop hits, classic rock and roll, and timeless slow jams. DJs have largely replaced live bands as the preferred musical entertainment, allowing for a wider range of songs and genres to be played throughout the night. Despite the many changes that proms have undergone over the years, the core elements of the event have remained largely the same. Proms are still a time for students to dress up, dance, and celebrate the end of their high school years with friends and classmates. For many, the prom represents a rite of passage, a moment to reflect on the past and look forward to the future. Prom Traditions and Customs Throughout the history of proms, certain traditions and customs have emerged that have become integral to the prom experience. These traditions vary from school to school and region to region but often include: 1. Promposals: In recent years, the act of asking someone to prom has become an event in itself, with students going to great lengths to create elaborate and creative ""promposals"" to impress their potential dates. 2. Prom Court: Many schools select a prom court, consisting of a prom king and queen and their attendants. The court is typically chosen by popular vote and is crowned during a ceremony at the prom. 3. Prom Themes: Schools often choose a theme for their prom, which influences the decorations, invitations, and overall atmosphere of the event. Popular themes include ""A Night in Paris,"" ""Masquerade Ball,"" and ""The Great Gatsby."" 4. Pre-Prom Events: Before the main event, many students attend pre-prom gatherings, such as group dinners or photo sessions. These events provide an opportunity for friends to socialize and capture memories before the dance. 5. After-Prom Parties: Some schools organize after-prom parties as a way to provide a safe and supervised environment for students to continue the celebration. These parties may include activities like games, movies, and food. The Significance of Proms Beyond being a fun and memorable event, proms hold a deeper significance for many students. For some, the prom represents a milestone in their personal growth and development, a moment to reflect on their high school years and the relationships they've formed. For others, the prom is an opportunity to express their individuality and creativity through their choice of attire, accessories, and dance moves. Proms can also serve as a unifying force, bringing together students from different social circles and backgrounds. The shared experience of dressing up, dancing, and celebrating creates a sense of camaraderie and belonging that can last long after the event is over. Moreover, proms have played a role in shaping popular culture and have been featured in countless movies, TV shows, and songs. The iconic image of the prom queen and king, the slow dance to a romantic ballad, and the drama of prom night have become ingrained in the American cultural consciousness. Criticisms and Controversies Despite their enduring popularity, proms have not been without their share of criticisms and controversies over the years. Some have argued that proms promote unhealthy societal norms and expectations, particularly around beauty, popularity, and consumerism. The pressure to have the perfect dress, the perfect date, and the perfect night can be overwhelming for some students and may lead to feelings of anxiety, inadequa",https://open.spotify.com/show/4BgdCMM3Xbs1GqeIOxgO3X,https://i.scdn.co/image/ab6765630000ba8a99dc364ff65d76d0742bd6f5
Agir & Entreprendre pour demain,"Le podcast “Agir & Entreprendre pour demain” propose d’appréhender les différentes manières d’agir pour une société durable autour des objectifs du Développement Durable (ODD). Adoptés en septembre 2015 par l’ONU, les ODD définissent 17 priorités visant au développement économique et social, dans le respect des populations et la planète. Ils répondent aux défis mondiaux auxquels nous sommes confrontés, tels que le climat, la biodiversité, l’énergie, l’eau, la pauvreté, l’égalité des genres, la prospérité économique, la justice, la paix, l’agriculture, l’éducation, la santé, la protection sociale ou encore les opportunités d’emploi. Ce podcast invite des intervenants inspirants à vous donner des exemples d'actions concrètes à l'international, en France et en Région pour répondre aux grands défis de notre époque. Il montre que toute personne peut devenir un acteur du changement pour adapter notre monde de demain.Ce podcast a été réalisé par l’Accélérateur ESS d’HEC Paris subventionné par la Région Île-de-France et plusieurs partenaires : AG2R La Mondiale, la Banque des Territoire IDF, la Caisse d’Epargne IDF et la DRIEETS.Editorialisé par Marion-Emi ALIX dans le cadre d'HEC Paris Innovation Entrepreneurship Center et produit par Respect Média.  Hébergé par Acast. Visitez acast.com/privacy pour plus d'informations.",https://open.spotify.com/show/1Eq2lTNlqneLp9b8mFYToq,https://i.scdn.co/image/ab6765630000ba8a35e992721a28d85b47edef6a
Space Patrol - Science Fiction Adventure,"""Space Patrol"" was a science-fiction adventure series that aired on radio from 1950 to 1955. Created by Mike Moser, the show followed the exploits of Commander Buzz Corry, cadet Happy, and their allies as they protected the galaxy from various threats. The show was notable for its use of sound effects and music to create a vivid and immersive listening experience. It was also a popular tie-in with merchandising, including comic books, toys, and a television series.The series was set in the year 2353 and followed the adventures of the Space Patrol, a law enforcement organization responsible for maintaining peace and order in the galaxy. The show was characterized by its thrilling space battles, alien encounters, and imaginative technology, such as the ""electronic paralyzing ray"" and the ""cosmic torpedo."" It also featured a colorful cast of characters, including the evil Queen Vanessa of the planet Vega and the heroic Cadet Happy.""Space Patrol"" was particularly notable for its use of science in its stories, with many of the futuristic technologies depicted based on current scientific theories at the time. The show's popularity led to a spin-off television series in 1950, which ran for three seasons. The show has since gained a cult following among science fiction fans and is considered an important part of the genre's history.The show's imaginative stories, use of sound effects, and tie-in merchandise made it a hit with audiences. It also had a significant impact on the science-fiction genre and inspired many other works of fiction.These episodes have been digitally remastered and are presented by SolvedMystery.com For more information about this and other old time radio programs please visit:https://www.solvedmystery.com .",https://open.spotify.com/show/4GfbBYPjZDdrzfCfePsKx4,https://i.scdn.co/image/ab6765630000ba8a799836d600164facd6d41b73
Le Rêve Africain,"Rejoignez-nous pour une aventure captivante alors que nous partons nous installer en Afrique, un continent riche en culture, en diversité et en émerveillement. Dans ce podcast, nous vous emmènerons dans un voyage unique en son genre, au-delà des frontières, à travers les paysages époustouflants et les histoires inspirantes de ceux qui ont choisi de s'installer en Afrique. Au fil des épisodes, nous vous présenterons des témoignages émouvants de personnes venues des quatre coins du monde pour réaliser leur rêve africain. Alors, préparez-vous à embarquer dans un périple plein d'émotion. Nous sommes Marie et Guy ONGA. Nous coanimerons ce podcast et vous parlerons d'expatriation, du continent africain et particulièrement d'un pays : la République Démocratique du Congo. Nous ne nous sommes pas fixés d'objectif quant à la fréquence de publication, elle se fera au fur et à mesure, en fonction de nos disponibilités. Si vous avez aimé notre podcast, soutenez-nous sur https://fr.tipeee.com/le-reve-africain-par-marie-et-guy/",https://open.spotify.com/show/1J7ADLgNREtuJ2ivgZyoyR,https://i.scdn.co/image/ab6765630000ba8a61b7b4b4beaab41adf4fa656
The Geek Bracket - A Trivia Podcast,"The Geek Bracket is a five-round podcast where three players compete to earn the most points and be the winner of that week’s Geek Bracket. Players choose from categories on the following topics as well as a monthly rotating category created by a special guest expert for that month’s brackets.  Television – Anything occurring on Television Theatre – Includes Movies, Plays, and Musicals Literature – Including Novels  through the present day Popular Literature – Including Anime, Comics, and other popular or serial fictions Gaming – Includes Video, Tabletop, and VR Music – Includes Popular, Instrumental, and Classical Innovations – In Technology, Business, and Architecture Sports – Any League, Discipline, or Genre  Players play a Lightning Round of general knowledge questions in the above categories as well as six of the nine categories for that week. Players can also bet points they’ve earned on a Double-Up list (placing a list of five things in order) and a hyper-challenging two-part Final Bet to outsmart their opponents and be named that week’s winner!  Guests on the show are competing in a year-long tournament where the top competitors walk away with over $500 in prizes. Tune in every week to see how our contestants do on The Geek Bracket!",https://open.spotify.com/show/1jGzz0CBybQqT9qL2gt0ES,https://i.scdn.co/image/ab6765630000ba8a3ce8832536d6bc7292eba52a
Probably True Solar Stories,"Probably True Solar Stories delves into the world of solar energy through a unique blend of fiction, urban legends, and real-world solar facts. Hosted and written by Tor ""Solar Fred"" Valenza, a solar pro since 2009 and a former Hollywood screen and television writer, this series aims to entertain and educate listeners about solar technology, its impact on our lives, and the people behind the solar industry. The podcast episodes are inspired by various genres, including ""Solar Noir,"" action, comedy, fairy tales, and thrillers, showcasing the diverse ways solar energy is integrated into our pop culture and daily lives. Each episode not only tells fictional stories about solar tech, solar workers, and solar homeowners, but also includes a wealth of factual information about the solar industry. The podcast also weaves in contemporary solar-related issues, such as solar politics, permitting, policies, and supply chain issues, providing listeners with a comprehensive understanding of the industry's challenges and advancements.",https://open.spotify.com/show/30sVKcLDkcafn8n3Tryl1e,https://i.scdn.co/image/ab6765630000ba8ab0bf8f7bbf1db85560919124
Keep It Real Fridays,"Keep It Real Fridays is a Capital26free Weekly Hip Hop podcast hosted by SELETINE (a social architect). Lots of interviews with game changers in Hip hop from all facets of the genre from MC's, Entertainers, Dancers, Promoters, social commentators etc and the list goes on. Expect to hear exclusive music drops, reviews, riveting opinions on trending news on the triumphs and malarkey in Zim Hip hop and a bit of the international headlines. Join us every Friday for an hourly dose of realness and modesty!""",https://open.spotify.com/show/5dgORwibLPWFa5mXDrIBmv,https://i.scdn.co/image/3d25d0e2b44e5e94dbd34d834263eb2fdf7dda57
The Office: The Untold Tale,"The untold stories behind The Office, one of the most iconic television shows of the twenty-first century, told by its creators, writers, and actors When did you last hang out with Jim, Pam, Dwight, Michael, and the rest of Dunder Mifflin? It might have been back in 2013, when the series finale aired . . . or it might have been last night, when you watched three episodes in a row. But either way, fifteen years after the show first aired, it’s more popular than ever, and fans have only one problem--what to watch, or read, next. Fortunately, we have that answer. In season 2 of this podcast, The Office: The Untold Story of the Greatest Sitcom of the 2000s, we will take you behind the scenes of your favorite moments and characters. Fans of the office will get the inside scoop on key episodes from 'The Dundies' to 'Threat Level Midnight' and 'Goodbye, Michael,' including behind-the-scenes details like the battle to keep it on the air when NBC wanted to pull the plug after just six episodes and the failed attempt to bring in James Gandolfini as the new boss after Steve Carell left, spotlighting the incredible, genre-redefining show created by the family-like team, who together took a quirky British import with dicey prospects and turned it into a primetime giant with true historical and cultural significance. Hilarious, heartwarming, and revelatory, The Office gives fans and pop culture buffs a front-row seat to the phenomenal sequence of events that launched The Office into wild popularity, changing the face of television and how we all see our office lives for decades to come.",https://open.spotify.com/show/2JHnTLfDsjqdGJAmEEAcb8,https://i.scdn.co/image/ab6765630000ba8a0629a3f8d278cb54849491ad
Tony DJ & Spotify Music Lover's,"Spotify has become the particular trending topic on social media. Music is loved, because it plays an essential role in the experience of people in the world. Listening to music or any song arouses different emotions in each of us, satisfies our listening with any genre you hear in any place and time. But whatever technology DJs use to develop a Playlist to play music, the reasons for listening to it are universal.",https://open.spotify.com/show/1yJeQywzUKwfbOG6L4X9Ta,https://i.scdn.co/image/ab6765630000ba8a99470a09389ff4103a1ea88a
La Folie d'Entreprendre,"""C'est folie d'entreprendre plus qu'on ne peut."" Par ces mots, Ismène signifie à sa soeur Antigone qu'elle ne devrait pas chercher à braver les ordres du nouveau roi de Thèbes, leur oncle Cléonte, pour atteindre ses objectifs et répondre à un besoin supérieur. Elle s'exposerait ainsi aux pires châtiments. Loin de Sophocle et de l'Athènes de l'âge d'or, les entrepreneurs de notre époque se mettent eux aussi en danger, souvent à l'encontre des recommendations de leurs proches, collègues et amis. Financièrement d'abord, mais surtout physiologiquement et psychologiquement. Pourquoi aller ainsi au combat, au risque de déséquilibres parfois irrémédiables et de conséquences graves sur sa vie propre et celle de son entourage ? Qu'est-qui meut ces guerriers d'un nouveau genre, les pousse à continuer à entreprendre malgré les obstacles, les maux et les échecs ? C'est l'objet de ce podcast. Nos échanges se fondent sur plus de quinze années passées à côtoyer des entrepreneurs, investir dans leurs projets, les accompagner dans leur recherche de croissance, et les former aux rudiments de leur nouveau métier. Mais aussi une expérience plus intime via mes propres projets entrepreneuriaux, et un Doctorate in Business Administration qui m'ouvre les portes de la recherche la plus aboutie sur ce sujet d'actualité. Rendez-vous sur notre site pour écouter le podcast: https://lafoliedentreprendre.fr/",https://open.spotify.com/show/3GLGT8M3TQ7DBO6vRmkYhV,https://i.scdn.co/image/5f56314e92e95745af6e65d573666d709f8c71a8
"David Harding, Counterspy - OTR radio","""David Harding, Counterspy"" was a popular Old Time Radio show that focused on espionage and thrilling detective stories. It aired from 1942 to 1957, captivating audiences with its tales of American counterspies battling enemy agents during a time when interest in espionage was high due to World War II and the ensuing Cold War.Concept and BackgroundThe show was created by radio producer Phillips H. Lord, who had previously found success with similar crime drama series. The central character, David Harding, was the chief of a fictional U.S. government espionage agency that fought against foreign spies and saboteurs. The stories often featured high-stakes plots involving innovative technology and psychological warfare.Cast and CharactersDavid Harding was portrayed by several actors over the years, including Don MacLaughlin and Mandel Kramer. These actors brought a stern, authoritative presence to the role, embodying the ideal American hero of the time.Other recurring characters included agents and various villains, typically played by seasoned radio actors who rotated through different roles.Notable EpisodesSome episodes stood out for their intricate plots and intense drama:""The Case of the Bouncing Bank Robber"" featured Harding tracking down a clever bank robber who used innovative methods to cover his tracks.""The Case of the Postal Pirates"" involved a scheme to rob mail trucks, highlighting the procedural and detective aspects of the counterspies' work.Broadcast History and Impact""David Harding, Counterspy"" initially aired on the NBC Blue Network, later moving to ABC and then CBS, reflecting its popularity and broad appeal. The series was well-received for its fast-paced stories and detailed depiction of spy work, often incorporating current events into its plots, which added a sense of immediacy and relevance.The show's format typically involved a brisk narration that introduced the case, followed by dramatizations of the counterspies in action, and culminating in a satisfying resolution where justice was served. This formula proved highly effective and influenced subsequent spy and crime shows on radio and television.""David Harding, Counterspy"" was not only a form of entertainment but also served as propaganda to boost morale and support for American efforts during World War II and the Cold War. Its focus on technology and intelligence-gathering presaged the increasing significance of such themes in espionage activities post-war.LegacyThe show's legacy is significant as it helped establish the espionage genre in American media, influencing other series and even films. Although ""David Harding, Counterspy"" might not be as widely remembered as some contemporary shows, its role in shaping the portrayal of spies and counterspies in popular culture is undeniable. The series remains a fascinating snapshot of mid-20th-century American radio and its impact on public perceptions of security and intelligence.for more info https://www.quietperiodplease.com/",https://open.spotify.com/show/5MyLjQqBX0ruB13exZmWt7,https://i.scdn.co/image/ab6765630000ba8a8fafe45180b3d8b0d9e4c22b
Sound/Shift,"Sound/Shift - The Future Of Music & Tech, hosted by Arianna O'Dell, is a podcast that will delve into the latest trends, innovations, and ideas shaping the future of music. Sound/Shift will engage in in-depth conversations with influential figures in the music industry, including top musicians, producers, and tech experts.  Gain unique insights into the transformative power of emerging technologies, the evolution of musical genres, and the creative forces driving tomorrow's music.",https://open.spotify.com/show/3hg1d7g1qGrST8gWeZYPcJ,https://i.scdn.co/image/ab6765630000ba8a84aadeab9ebeb67ce33e1b88
Close Minded Podcast,"“Close Minded? Isn't that sort of narrow and negative?”  At first glance, that's certainly a reasonable reaction. (But it got your attention, didn't it?) However, the name of the show is not just a marketing tactic, but rooted in a deep truth.  G.K. Chesterton once wrote the following:  “Merely having an open mind is nothing. The object of opening the mind, as of opening the mouth, is to shut it again on something solid.”  A hallmark of maturity is the ability to hold up an idea you don't necessarily agree with and scrutinize it, to evaluate it dispassionately without having to own it for yourself.   Another sign of maturity is one's willingness to engage a wide variety of ideas and topics without being frightened away just because someone shouts “problematic!”–whether it be a Twitter mob, a self-hating Social Justice Warrior on Facebook, or even your own tribe.   So around here we aren't afraid to discuss lots of ideas, regardless of our actual positions:   Political anarchism? Check. Human sexuality? Check. Trump as an existential dictatorial threat to Western Civilization? Check. Darwinism and Intelligent Design? Check. The intersection of technology and philosophy? Check.   But there's more! We also aren't interested in claims that certain genres of literature are “uncool.” Who cares?   We are readers. Avid readers of wide-ranging works. Readers who cultivate what Tolkien called “the leaf mold” of the mind, the topsoil of our moral imagination and creativity.   We aren't embarrassed to enjoy “kid lit” and YA fiction, or afraid to read sociological & political works that challenge our assumptions. We enjoy classic novels, hard-boiled crime thrillers, controversial works of theology & culture, economics, productivity & personal development. We are not bound by social or political convention.   We “read for pleasure in an age of distraction” (Alan Jacobs). We consume and engage books for stimulation, conviction & enrichment. We want to stretch our minds, grow in empathy, & experience the joys & challenges of reading good books.   We read with an open mind in order to close it on something.  --------------------------------  “But wait! Shouldn't it be CloseD Minded (with a d)?”  Welcome, fellow grammar nerd, to my tortured existence. I do happen to believe that “Closed Minded” is preferable to “Close Minded”–and thus, I die a little bit inside each time I say or write it. HOWEVER, I went with “Close Minded” for two reasons. First, technically both are considered acceptable–see here and here. Second, when I compared the Google search results for both spellings, “Close” had exponentially more hits, so I followed the basic rules of internet marketing and went with what people are actually searching for.  Case close, er, closed.  Subscribe here: www.closemindedpodcast.com/subscribe closemindedpodcast.substack.com",https://open.spotify.com/show/5Ce5SlHCwDTgW1TAieKGRN,https://i.scdn.co/image/ab6765630000ba8a1aec7a0c5e5a60d550f25b98
Vers la SF et Au-Delà,"Bienvenue dans Vers-la SF et Au-Delà, le podcast dans lequel Loïc et Aurélien partent à la découverte de ce genre majeur de la pop culture, en présence d’experts et de scientifiques.",https://open.spotify.com/show/58doQUT85Vim0d5W0lafDN,https://i.scdn.co/image/ab6765630000ba8a89500761555795e91fe97e34
Restrocast,"It’s never been easier to start a restaurant, but it’s never been harder to scale. Each episode of Restrocast explores the inspiring stories behind restaurateurs and executives who have achieved remarkable growth in their fields. Follow the journey of some of the world’s greatest restaurant operators and how they took their business from x to 10x.Restrocast is hosted by the Co-founder and CEO of Restroworks, Ashish Tulsian, who brings his unique perspective as a technologist, restauranteur, investor and entrepreneur. Much more than just an interview show, this is a genre-defining series on how to think boldly and differently about the world.",https://open.spotify.com/show/3Ns1fOqk2vNGwKMQzlb3NE,https://i.scdn.co/image/ab6765630000ba8a034ce5f744adf7ed893309ca
